dataset,split,round_index,sample,model,box_count,confidence,box_mask_iou,box_mask_f1,box_mask_accuracy
potsdam,default,26,potsdam_0225,nvidia/LocateAnything-3B,21,,0.7733418991678903,0.872185898873497,0.773895263671875
potsdam,default,27,potsdam_0159,nvidia/LocateAnything-3B,4,,0.6186035298259579,0.7643669600701709,0.6198081970214844
potsdam,default,28,potsdam_0264,nvidia/LocateAnything-3B,10,,0.6819252365701809,0.8108865028516701,0.6821327209472656
potsdam,default,29,potsdam_0154,nvidia/LocateAnything-3B,1,,0.680710174202269,0.8100268382386163,0.8396072387695312
potsdam,default,30,potsdam_0056,nvidia/LocateAnything-3B,2,,0.25851659609342986,0.410827472432057,0.7929229736328125
potsdam,default,31,potsdam_0220,nvidia/LocateAnything-3B,1,,0.34192777130038227,0.5096068188067088,0.8299064636230469
potsdam,default,32,potsdam_0160,nvidia/LocateAnything-3B,0,0.0,0.0,0.0,0.5790634155273438
potsdam,default,33,potsdam_0180,nvidia/LocateAnything-3B,2,,0.9669545711190124,0.9831996989832928,0.9669570922851562
potsdam,default,34,potsdam_0331,nvidia/LocateAnything-3B,3,,0.8174981973011022,0.8995862538021198,0.8175239562988281
potsdam,default,35,potsdam_0089,nvidia/LocateAnything-3B,0,0.0,0.0,0.0,0.51666259765625
potsdam,default,36,potsdam_0205,nvidia/LocateAnything-3B,2,,0.6971915434519312,0.8215826270662507,0.8073463439941406
potsdam,default,37,potsdam_0298,nvidia/LocateAnything-3B,2,,0.5748965969122405,0.7300753561083173,0.8020057678222656
potsdam,default,38,potsdam_0030,nvidia/LocateAnything-3B,0,0.0,0.0,0.0,0.47271728515625
potsdam,default,39,potsdam_0299,nvidia/LocateAnything-3B,2,,0.46623987625942553,0.635966711598195,0.9052200317382812
potsdam,default,40,potsdam_0062,nvidia/LocateAnything-3B,0,0.0,0.0,0.0,0.9024772644042969
potsdam,default,41,potsdam_0012,nvidia/LocateAnything-3B,3,,0.3945352369745074,0.5658304308329495,0.6153068542480469
potsdam,default,42,potsdam_0289,nvidia/LocateAnything-3B,2,,0.6989400127688231,0.8227953989143332,0.7373695373535156
potsdam,default,43,potsdam_0332,nvidia/LocateAnything-3B,2,,0.948394775390625,0.9735139791682982,0.948394775390625
potsdam,default,44,potsdam_0178,nvidia/LocateAnything-3B,1,,0.15123301842301431,0.2627322462140233,0.78717041015625
potsdam,default,45,potsdam_0177,nvidia/LocateAnything-3B,1,,0.05820482532079807,0.11000672824025934,0.33393096923828125
potsdam,default,46,potsdam_0087,nvidia/LocateAnything-3B,1,,0.09228963567989652,0.16898381649927635,0.71087646484375
potsdam,default,47,potsdam_0150,nvidia/LocateAnything-3B,2,,0.43550882434247856,0.606765791971999,0.5559959411621094
potsdam,default,48,potsdam_0238,nvidia/LocateAnything-3B,2,,0.9789666854884246,0.9893715671588559,0.9789695739746094
potsdam,default,49,potsdam_0102,nvidia/LocateAnything-3B,0,0.0,0.0,0.0,0.5261344909667969
potsdam,default,50,potsdam_0380,nvidia/LocateAnything-3B,1,,0.6102189171897746,0.7579328632590601,0.6792793273925781
potsdam,default,51,potsdam_0207,nvidia/LocateAnything-3B,2,,0.9945677674821374,0.9972764863613934,0.99456787109375
potsdam,default,52,potsdam_0323,nvidia/LocateAnything-3B,2,,0.9828292615933957,0.991340283937102,0.9828300476074219
potsdam,default,53,potsdam_0068,nvidia/LocateAnything-3B,0,0.0,0.0,0.0,0.514312744140625
potsdam,default,54,potsdam_0263,nvidia/LocateAnything-3B,2,,0.911022028786317,0.9534395889354595,0.9110946655273438
potsdam,default,55,potsdam_0366,nvidia/LocateAnything-3B,2,,0.6061758082369556,0.7548062984491518,0.6064071655273438
potsdam,default,56,potsdam_0083,nvidia/LocateAnything-3B,1,,0.5148211763807778,0.6797121461039943,0.515106201171875
potsdam,default,57,potsdam_0140,nvidia/LocateAnything-3B,1,,0.761618716408473,0.8646805455850682,0.804412841796875
potsdam,default,58,potsdam_0348,nvidia/LocateAnything-3B,19,,0.2816977546436911,0.43956970919716154,0.5083236694335938
potsdam,default,59,potsdam_0133,nvidia/LocateAnything-3B,2,,0.5732823862936028,0.7287723949470544,0.6698417663574219
potsdam,default,60,potsdam_0393,nvidia/LocateAnything-3B,1,,0.42010213786702216,0.591650595636749,0.4208564758300781
potsdam,default,61,potsdam_0101,nvidia/LocateAnything-3B,0,0.0,0.0,0.0,0.6166763305664062
potsdam,default,62,potsdam_0307,nvidia/LocateAnything-3B,0,0.0,0.0,0.0,0.5849494934082031
potsdam,default,63,potsdam_0354,nvidia/LocateAnything-3B,2,,0.6031361335800242,0.7524453113450047,0.6039657592773438
potsdam,default,64,potsdam_0239,nvidia/LocateAnything-3B,0,0.0,0.0,0.0,0.005893707275390625
potsdam,default,65,potsdam_0137,nvidia/LocateAnything-3B,2,,0.6995478449140718,0.8232164184226783,0.7543754577636719
potsdam,default,66,potsdam_0112,nvidia/LocateAnything-3B,2,,0.4952434076304147,0.6624251344003598,0.4960174560546875
potsdam,default,67,potsdam_0081,nvidia/LocateAnything-3B,0,0.0,0.0,0.0,0.36876678466796875
potsdam,default,68,potsdam_0040,nvidia/LocateAnything-3B,2,,0.6618901667463375,0.7965510356706564,0.7706565856933594
potsdam,default,69,potsdam_0184,nvidia/LocateAnything-3B,2,,0.9869023455979977,0.993408002949405,0.9869041442871094
potsdam,default,70,potsdam_0109,nvidia/LocateAnything-3B,2,,0.41104086994979055,0.5826066114788252,0.8272781372070312
potsdam,default,71,potsdam_0219,nvidia/LocateAnything-3B,8,,0.004551357733175915,0.009061473459050014,0.3567314147949219
potsdam,default,72,potsdam_0354,nvidia/LocateAnything-3B,2,,0.6233907216629682,0.7680106992657683,0.67047119140625
potsdam,default,73,potsdam_0077,nvidia/LocateAnything-3B,1,,0.22098251011092362,0.36197489854436626,0.22333908081054688
potsdam,default,74,potsdam_0115,nvidia/LocateAnything-3B,2,,0.7154413233809945,0.8341192597260257,0.7881126403808594
potsdam,default,75,potsdam_0031,nvidia/LocateAnything-3B,1,,0.9372544082526457,0.967611072928749,0.9372596740722656
potsdam,default,76,potsdam_0367,nvidia/LocateAnything-3B,9,,0.15004684459605544,0.26094040482108916,0.4601287841796875
potsdam,default,77,potsdam_0350,nvidia/LocateAnything-3B,41,,0.03514691058739243,0.06790709652497223,0.5581817626953125
potsdam,default,78,potsdam_0057,nvidia/LocateAnything-3B,0,0.0,0.0,0.0,0.5083236694335938
potsdam,default,79,potsdam_0390,nvidia/LocateAnything-3B,2,,0.8784393169436433,0.9352863401229565,0.8784523010253906
potsdam,default,80,potsdam_0075,nvidia/LocateAnything-3B,0,0.0,0.0,0.0,0.6777763366699219
potsdam,default,81,potsdam_0136,nvidia/LocateAnything-3B,2,,0.9243989008472636,0.9607144344556364,0.9244346618652344
potsdam,default,82,potsdam_0213,nvidia/LocateAnything-3B,2,,0.7035437794709933,0.8259767526367499,0.7040481567382812
potsdam,default,83,potsdam_0152,nvidia/LocateAnything-3B,1,,0.06271430860439033,0.11802665701706773,0.665283203125
potsdam,default,84,potsdam_0067,nvidia/LocateAnything-3B,0,0.0,0.0,0.0,0.3596038818359375
potsdam,default,85,potsdam_0214,nvidia/LocateAnything-3B,3,,0.13497411856626623,0.23784528009637726,0.6283454895019531
potsdam,default,86,potsdam_0028,nvidia/LocateAnything-3B,1,,0.5163096443790487,0.6810081915563957,0.5172119140625
potsdam,default,87,potsdam_0083,nvidia/LocateAnything-3B,1,,0.5148211763807778,0.6797121461039943,0.515106201171875
potsdam,default,88,potsdam_0248,nvidia/LocateAnything-3B,2,,0.9761831187410587,0.9879480393122101,0.9761848449707031
potsdam,default,89,potsdam_0390,nvidia/LocateAnything-3B,2,,0.8784393169436433,0.9352863401229565,0.8784523010253906
potsdam,default,90,potsdam_0315,nvidia/LocateAnything-3B,2,,0.9730667989165681,0.9863495746326373,0.9730682373046875
potsdam,default,91,potsdam_0290,nvidia/LocateAnything-3B,2,,0.649360530692615,0.7874088394972437,0.6501617431640625
potsdam,default,92,potsdam_0183,nvidia/LocateAnything-3B,2,,0.8218493940481554,0.9022144165517473,0.8220138549804688
potsdam,default,93,potsdam_0354,nvidia/LocateAnything-3B,2,,0.6031361335800242,0.7524453113450047,0.6039657592773438
potsdam,default,94,potsdam_0011,nvidia/LocateAnything-3B,1,,0.502522606299923,0.6689052187206999,0.7265434265136719
potsdam,default,95,potsdam_0211,nvidia/LocateAnything-3B,3,,0.3149672858209283,0.4790496147199519,0.7619590759277344
potsdam,default,96,potsdam_0196,nvidia/LocateAnything-3B,2,,0.9951053886504531,0.9975466903265406,0.9951057434082031
potsdam,default,97,potsdam_0191,nvidia/LocateAnything-3B,2,,0.95219547552741,0.9755124294304212,0.9521980285644531
potsdam,default,98,potsdam_0118,nvidia/LocateAnything-3B,2,,0.8345032655039869,0.9097866231104546,0.8346061706542969
potsdam,default,99,potsdam_0226,nvidia/LocateAnything-3B,3,,0.5029175631441033,0.6692550216686535,0.77349853515625
potsdam,default,100,potsdam_0298,nvidia/LocateAnything-3B,2,,0.5631127156036904,0.7205017398712803,0.7922592163085938
vaihingen,default,1,vaihingen_0138,nvidia/LocateAnything-3B,17,,0.5213299517787281,0.6853607939148149,0.6788902282714844
vaihingen,default,2,vaihingen_0057,nvidia/LocateAnything-3B,23,,0.351854260055383,0.5205505807126993,0.3535652160644531
vaihingen,default,3,vaihingen_0100,nvidia/LocateAnything-3B,37,,0.526553959577984,0.6898596099721884,0.8579177856445312
vaihingen,default,4,vaihingen_0083,nvidia/LocateAnything-3B,2,,0.6621737335433263,0.7967563440335956,0.6628799438476562
vaihingen,default,5,vaihingen_0192,nvidia/LocateAnything-3B,2,,0.4197675173712579,0.5913186662397658,0.4205665588378906
vaihingen,default,6,vaihingen_0106,nvidia/LocateAnything-3B,3,,0.3152036502982657,0.4793229553868451,0.7355003356933594
vaihingen,default,7,vaihingen_0106,nvidia/LocateAnything-3B,3,,0.3181999362244898,0.4827794744640319,0.7389984130859375
vaihingen,default,8,vaihingen_0032,nvidia/LocateAnything-3B,20,,0.410380849257231,0.5819433091045666,0.4225311279296875
vaihingen,default,9,vaihingen_0011,nvidia/LocateAnything-3B,9,,0.5517025451205767,0.7110931754999552,0.877105712890625
vaihingen,default,10,vaihingen_0113,nvidia/LocateAnything-3B,37,,0.6520909567125885,0.7894129001349309,0.6529045104980469
vaihingen,default,11,vaihingen_0068,nvidia/LocateAnything-3B,9,,0.3878936767578125,0.5589674241674637,0.3878936767578125
vaihingen,default,12,vaihingen_0008,nvidia/LocateAnything-3B,1,,0.3340765514678558,0.5008356545961002,0.37109375
vaihingen,default,13,vaihingen_0109,nvidia/LocateAnything-3B,6,,0.4739775714618482,0.6431272505615822,0.8793983459472656
vaihingen,default,14,vaihingen_0114,nvidia/LocateAnything-3B,23,,0.5911825464153192,0.7430731913785245,0.7591781616210938
vaihingen,default,15,vaihingen_0096,nvidia/LocateAnything-3B,28,,0.5883343531755865,0.7408192764946734,0.6894683837890625
vaihingen,default,16,vaihingen_0000,nvidia/LocateAnything-3B,7,,0.5535372276753651,0.7126153371987749,0.9430885314941406
vaihingen,default,17,vaihingen_0045,nvidia/LocateAnything-3B,1,,0.5502486876414303,0.7098844101956135,0.5519180297851562
vaihingen,default,18,vaihingen_0197,nvidia/LocateAnything-3B,27,,0.5583776123336911,0.7166140066623689,0.5589790344238281
vaihingen,default,19,vaihingen_0156,nvidia/LocateAnything-3B,1,,0.535414106660113,0.6974198092067354,0.6033782958984375
vaihingen,default,20,vaihingen_0164,nvidia/LocateAnything-3B,9,,0.5834826663126922,0.7369612294795669,0.9281806945800781
vaihingen,default,21,vaihingen_0023,nvidia/LocateAnything-3B,15,,0.5230788647393804,0.686870360884282,0.5242996215820312
vaihingen,default,22,vaihingen_0041,nvidia/LocateAnything-3B,24,,0.6290212226399935,0.7722689108010528,0.7745475769042969
vaihingen,default,23,vaihingen_0125,nvidia/LocateAnything-3B,1,,0.46857627870344176,0.6381367934352481,0.4697723388671875
vaihingen,default,24,vaihingen_0170,nvidia/LocateAnything-3B,1,,0.631467897973771,0.7741101112170619,0.6322059631347656
vaihingen,default,25,vaihingen_0162,nvidia/LocateAnything-3B,10,,0.6948662667166604,0.8199658939023828,0.9254951477050781
vaihingen,default,26,vaihingen_0161,nvidia/LocateAnything-3B,8,,0.14036343112849095,0.24617315374553683,0.6746292114257812
vaihingen,default,27,vaihingen_0162,nvidia/LocateAnything-3B,10,,0.6947707109833813,0.819899360404033,0.9254531860351562
vaihingen,default,28,vaihingen_0049,nvidia/LocateAnything-3B,1,,0.5398280166859756,0.701153649415726,0.5408935546875
vaihingen,default,29,vaihingen_0048,nvidia/LocateAnything-3B,17,,0.6796307264733353,0.809262078576442,0.7854118347167969
vaihingen,default,30,vaihingen_0018,nvidia/LocateAnything-3B,14,,0.5385975057555291,0.700114882210277,0.6773681640625
vaihingen,default,31,vaihingen_0142,nvidia/LocateAnything-3B,5,,0.6874929912306278,0.8148098923116284,0.7873878479003906
vaihingen,default,32,vaihingen_0031,nvidia/LocateAnything-3B,10,,0.6201739228960712,0.7655646275154291,0.7442436218261719
vaihingen,default,33,vaihingen_0168,nvidia/LocateAnything-3B,12,,0.6459363611905985,0.7848861917399483,0.7238807678222656
vaihingen,default,34,vaihingen_0008,nvidia/LocateAnything-3B,6,,0.47451531037975264,0.6436220865791404,0.6516647338867188
vaihingen,default,35,vaihingen_0010,nvidia/LocateAnything-3B,7,,0.5664382900704429,0.7232181358960142,0.9314422607421875
vaihingen,default,36,vaihingen_0194,nvidia/LocateAnything-3B,5,,0.500337518563521,0.6669666156753352,0.9294090270996094
vaihingen,default,37,vaihingen_0096,nvidia/LocateAnything-3B,16,,0.6033886866538509,0.7526418162686139,0.7040786743164062
vaihingen,default,38,vaihingen_0101,nvidia/LocateAnything-3B,14,,0.5044313624013456,0.6705940530197158,0.8831100463867188
vaihingen,default,39,vaihingen_0135,nvidia/LocateAnything-3B,12,,0.47952768871625484,0.6482172552408637,0.7950286865234375
vaihingen,default,40,vaihingen_0025,nvidia/LocateAnything-3B,2,,0.825921608347507,0.9046627243707154,0.8262596130371094
vaihingen,default,41,vaihingen_0036,nvidia/LocateAnything-3B,1,,0.6801424965922238,0.8096247764362057,0.6804389953613281
vaihingen,default,42,vaihingen_0128,nvidia/LocateAnything-3B,11,,0.3969896096602078,0.568350125033168,0.7952156066894531
vaihingen,default,43,vaihingen_0022,nvidia/LocateAnything-3B,16,,0.6360200920101399,0.7775211259522818,0.7633819580078125
vaihingen,default,44,vaihingen_0044,nvidia/LocateAnything-3B,2,,0.841623431409603,0.9140016542528602,0.8417472839355469
vaihingen,default,45,vaihingen_0091,nvidia/LocateAnything-3B,4,,0.5461775878442545,0.7064875239923225,0.5479087829589844
vaihingen,default,46,vaihingen_0052,nvidia/LocateAnything-3B,9,,0.5774265937180086,0.7321121578874983,0.7622299194335938
vaihingen,default,47,vaihingen_0190,nvidia/LocateAnything-3B,2,,0.4375090802040083,0.608704440520011,0.4387664794921875
vaihingen,default,48,vaihingen_0015,nvidia/LocateAnything-3B,12,,0.5378341748923564,0.6994696615192638,0.7060089111328125
vaihingen,default,49,vaihingen_0198,nvidia/LocateAnything-3B,3,,0.6364241516513109,0.777822975796461,0.9083251953125
vaihingen,default,50,vaihingen_0077,nvidia/LocateAnything-3B,1,,0.7019623563547512,0.8248858780381116,0.7022056579589844
vaihingen,default,51,vaihingen_0188,nvidia/LocateAnything-3B,14,,0.4453411770425651,0.6162436718973375,0.9129600524902344
vaihingen,default,52,vaihingen_0008,nvidia/LocateAnything-3B,3,,0.4736612323211434,0.6428359814759952,0.650482177734375
vaihingen,default,53,vaihingen_0163,nvidia/LocateAnything-3B,5,,0.6037494209651489,0.7529223868424629,0.9445266723632812
vaihingen,default,54,vaihingen_0063,nvidia/LocateAnything-3B,1,,0.736530903007223,0.8482784864141971,0.7368736267089844
vaihingen,default,55,vaihingen_0034,nvidia/LocateAnything-3B,9,,0.5621801565229977,0.7197379305780749,0.6769027709960938
vaihingen,default,56,vaihingen_0027,nvidia/LocateAnything-3B,8,,0.4049425758818704,0.5764542734107,0.7786331176757812
vaihingen,default,57,vaihingen_0186,nvidia/LocateAnything-3B,8,,0.4988463617545849,0.6656404211711514,0.8549995422363281
vaihingen,default,58,vaihingen_0088,nvidia/LocateAnything-3B,2,,0.6549946777867223,0.7915368992759152,0.6550407409667969
vaihingen,default,59,vaihingen_0122,nvidia/LocateAnything-3B,29,,0.32396864587578206,0.4893902085747393,0.569671630859375
vaihingen,default,60,vaihingen_0037,nvidia/LocateAnything-3B,1,,0.8917628104789757,0.9427850104032758,0.8918495178222656
vaihingen,default,61,vaihingen_0107,nvidia/LocateAnything-3B,2,,0.6225614603718199,0.7673810522150035,0.6232986450195312
vaihingen,default,62,vaihingen_0048,nvidia/LocateAnything-3B,1,,0.503790468261273,0.6700274790859267,0.504364013671875
vaihingen,default,63,vaihingen_0058,nvidia/LocateAnything-3B,2,,0.6849520624047835,0.8130226107764892,0.68524169921875
vaihingen,default,64,vaihingen_0040,nvidia/LocateAnything-3B,4,,0.7984345569084076,0.8879217248593728,0.8293647766113281
vaihingen,default,65,vaihingen_0077,nvidia/LocateAnything-3B,1,,0.7019623563547512,0.8248858780381116,0.7022056579589844
vaihingen,default,66,vaihingen_0184,nvidia/LocateAnything-3B,7,,0.317492798024601,0.4819651363569315,0.7722511291503906
vaihingen,default,67,vaihingen_0177,nvidia/LocateAnything-3B,2,,0.49364887689826736,0.6609972190028833,0.4945335388183594
vaihingen,default,68,vaihingen_0010,nvidia/LocateAnything-3B,5,,0.5601538536442865,0.7180751466733242,0.9310760498046875
vaihingen,default,69,vaihingen_0185,nvidia/LocateAnything-3B,7,,0.4578447972908214,0.6281118513323983,0.9352645874023438
vaihingen,default,70,vaihingen_0009,nvidia/LocateAnything-3B,11,,0.5497966382320124,0.7095081053462771,0.8568572998046875
vaihingen,default,71,vaihingen_0120,nvidia/LocateAnything-3B,6,,0.5741715701455559,0.7294904583907141,0.9632835388183594
vaihingen,default,72,vaihingen_0179,nvidia/LocateAnything-3B,9,,0.04721114583388789,0.09016547622073663,0.3172874450683594
vaihingen,default,73,vaihingen_0076,nvidia/LocateAnything-3B,1,,0.48729516024294284,0.655277006567204,0.4879875183105469
vaihingen,default,74,vaihingen_0085,nvidia/LocateAnything-3B,24,,0.43670815530373397,0.6079288318808348,0.5951576232910156
vaihingen,default,75,vaihingen_0014,nvidia/LocateAnything-3B,11,,0.6032325930031872,0.7525203711997989,0.8798561096191406
vaihingen,default,76,vaihingen_0168,nvidia/LocateAnything-3B,20,,0.6626878467882652,0.797128394326509,0.7868804931640625
vaihingen,default,77,vaihingen_0049,nvidia/LocateAnything-3B,1,,0.5398280166859756,0.701153649415726,0.5408935546875
vaihingen,default,78,vaihingen_0085,nvidia/LocateAnything-3B,2,,0.6835097341955395,0.812005681122067,0.6839141845703125
vaihingen,default,79,vaihingen_0114,nvidia/LocateAnything-3B,1,,0.6036215485837026,0.7528229451853066,0.6318321228027344
vaihingen,default,80,vaihingen_0191,nvidia/LocateAnything-3B,1,,0.5928954639033238,0.7444248255318127,0.5941658020019531
vaihingen,default,81,vaihingen_0108,nvidia/LocateAnything-3B,3,,0.48013233125966415,0.6487694662423168,0.7242546081542969
vaihingen,default,82,vaihingen_0138,nvidia/LocateAnything-3B,1,,0.4533760090552069,0.6238936190365935,0.45470428466796875
vaihingen,default,83,vaihingen_0131,nvidia/LocateAnything-3B,20,,0.27825797345090636,0.4353706047296459,0.652801513671875
vaihingen,default,84,vaihingen_0186,nvidia/LocateAnything-3B,14,,0.4941704263192579,0.6614646061983681,0.8477401733398438
vaihingen,default,85,vaihingen_0151,nvidia/LocateAnything-3B,11,,0.6985824201169785,0.8225475688943823,0.8055763244628906
vaihingen,default,86,vaihingen_0036,nvidia/LocateAnything-3B,1,,0.6801424965922238,0.8096247764362057,0.6804389953613281
vaihingen,default,87,vaihingen_0043,nvidia/LocateAnything-3B,2,,0.6743208489531387,0.8054858175776222,0.6748886108398438
vaihingen,default,88,vaihingen_0083,nvidia/LocateAnything-3B,2,,0.6621737335433263,0.7967563440335956,0.6628799438476562
vaihingen,default,89,vaihingen_0132,nvidia/LocateAnything-3B,3,,0.34862640299305186,0.5170096065438635,0.6513214111328125
vaihingen,default,90,vaihingen_0136,nvidia/LocateAnything-3B,16,,0.35145589505630176,0.5201144874086476,0.3527374267578125
vaihingen,default,91,vaihingen_0033,nvidia/LocateAnything-3B,21,,0.6515506251211222,0.7890168369175343,0.7462196350097656
vaihingen,default,92,vaihingen_0127,nvidia/LocateAnything-3B,8,,0.3257664365846828,0.49143865404209847,0.8438720703125
vaihingen,default,93,vaihingen_0136,nvidia/LocateAnything-3B,14,,0.4382136164896939,0.6093859931033884,0.6568984985351562
vaihingen,default,94,vaihingen_0055,nvidia/LocateAnything-3B,1,,0.5032973838842991,0.6695912455908793,0.5043830871582031
vaihingen,default,95,vaihingen_0095,nvidia/LocateAnything-3B,17,,0.6615875013355811,0.79633182219269,0.7825202941894531
vaihingen,default,96,vaihingen_0055,nvidia/LocateAnything-3B,1,,0.5032973838842991,0.6695912455908793,0.5043830871582031
vaihingen,default,97,vaihingen_0062,nvidia/LocateAnything-3B,2,,0.7406155726123649,0.850981209481917,0.7408866882324219
vaihingen,default,98,vaihingen_0006,nvidia/LocateAnything-3B,8,,0.5679422645399964,0.7244428285203722,0.8641166687011719
vaihingen,default,99,vaihingen_0165,nvidia/LocateAnything-3B,10,,0.2228858139898262,0.36452432670329515,0.8292503356933594
vaihingen,default,100,vaihingen_0072,nvidia/LocateAnything-3B,16,,0.8644957261039943,0.927323902115264,0.8646621704101562
