box_count,box_mask_accuracy,box_mask_f1,box_mask_iou,dataset,latency_ms,model,perturbation,round_index,sample,strength
3,0.5862884521484375,0.021756386202915284,0.010997829615714312,zijinshan,398.7989209999796,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,58,2024_omap_2024_000024,1.15
1,0.4965248107910156,0.6613032778261082,0.4939903615751195,zijinshan,318.6348210001597,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,59,2024_omap_2024_000022,1.15
2,0.9952850341796875,0.9976369462309674,0.9952850341796875,zijinshan,255.15127499966184,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,60,2024_omap_2024_000040,1.15
41,0.3515777587890625,0.23033036296457293,0.13015444133992446,zijinshan,2740.6426950001332,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,61,2024_omap_2024_000004,1.15
2,0.8543281555175781,0.9213908267683307,0.854239746550375,zijinshan,382.1266970007855,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,62,2024_omap_2024_000008,1.15
3,0.44762420654296875,0.6169299795769357,0.4460583849458499,zijinshan,332.66872499916644,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,63,2024_omap_2024_000052,1.15
2,0.9152030944824219,0.9557089771561215,0.9151749428559436,zijinshan,306.7202849997557,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,64,2024_omap_2024_000027,1.15
42,0.7099647521972656,0.10225407658428877,0.053881858115254914,zijinshan,2210.4208439996,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,65,2024_omap_2024_000049,1.15
1,0.92626953125,0.9617173325727505,0.9262577164615302,zijinshan,255.2091349989496,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,66,2024_omap_2024_000039,1.15
2,0.9723968505859375,0.9860041933262671,0.972394744472082,zijinshan,254.19645500005572,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,67,2024_omap_2024_000019,1.15
41,0.8712120056152344,0.041071377850995544,0.020966245215172253,zijinshan,863.2375170000159,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,1,2024_omap_2024_000005,1.30
1,0.9084396362304688,0.9519977280817891,0.9083928094347544,zijinshan,306.80867499904707,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,2,2024_omap_2024_000021,1.30
41,0.8245048522949219,0.042898454240955335,0.02191938089973637,zijinshan,2171.6308479990403,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,3,2024_omap_2024_000059,1.30
41,0.7848892211914062,0.5690221794225095,0.3976457015894719,zijinshan,2285.8578949999355,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,4,2024_omap_2024_000066,1.30
2,0.9170303344726562,0.9566570747610659,0.9169152841497282,zijinshan,255.2931139998691,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,5,2024_omap_2024_000017,1.30
2,0.6423835754394531,0.7819436594164975,0.6419601732395335,zijinshan,255.93684399973426,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,6,2024_omap_2024_000033,1.30
42,0.2892417907714844,0.22623205438605962,0.12754320820007586,zijinshan,2496.4641770002345,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,7,2024_omap_2024_000011,1.30
19,0.37796783447265625,0.4921863808212864,0.3264238859238942,zijinshan,1435.3015339984267,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,8,2024_omap_2024_000054,1.30
1,0.4788703918457031,0.6467617695655209,0.47793637145313844,zijinshan,279.9711150000803,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,9,2024_omap_2024_000012,1.30
1,0.9294624328613281,0.9634418551316042,0.9294624328613281,zijinshan,343.98771099949954,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,10,2024_omap_2024_000029,1.30
1,0.5748939514160156,0.7292468943533477,0.5738698501801051,zijinshan,253.8750550011173,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,11,2024_omap_2024_000025,1.30
2,0.9283065795898438,0.9627969768832125,0.9282627946744839,zijinshan,253.34500600001775,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,12,2024_omap_2024_000016,1.30
42,0.7955055236816406,0.08035545796092021,0.041859550662210226,zijinshan,1728.7859840016608,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,13,2024_omap_2024_000058,1.30
1,0.9087944030761719,0.9521644922041467,0.9086965321561274,zijinshan,253.79639499988116,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,14,2024_omap_2024_000010,1.30
2,0.9563941955566406,0.9777095711759074,0.9563912011780594,zijinshan,253.25788499867485,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,15,2024_omap_2024_000014,1.30
2,0.930389404296875,0.9639117966973203,0.9303375847970407,zijinshan,254.57460500001616,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,16,2024_omap_2024_000018,1.30
1,0.892181396484375,0.9429933723542866,0.8921357233630879,zijinshan,254.28198500048893,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,17,2024_omap_2024_000047,1.30
42,0.7816619873046875,0.4248447454629499,0.2697161084529506,zijinshan,1106.6622960006498,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,18,2024_omap_2024_000001,1.30
42,0.21756362915039062,0.05259195277532714,0.02700612891595985,zijinshan,1648.8644040000509,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,19,2024_omap_2024_000045,1.30
2,0.9722671508789062,0.9859295587648979,0.9722495782088573,zijinshan,255.6379449997621,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,20,2024_omap_2024_000026,1.30
1,0.8376693725585938,0.9115746339679413,0.8375168958907666,zijinshan,254.3807750007545,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,21,2024_omap_2024_000003,1.30
2,0.9794578552246094,0.989620777718884,0.9794547986493962,zijinshan,253.2668259991624,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,22,2024_omap_2024_000015,1.30
8,0.2947807312011719,0.28721907134016805,0.16769165661186047,zijinshan,636.0376920001727,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,23,2024_omap_2024_000000,1.30
1,0.18836593627929688,0.3125369556015806,0.18521114085375429,zijinshan,308.48142499962705,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,24,2024_omap_2024_000062,1.30
2,0.99310302734375,0.9965385867172094,0.9931010535393351,zijinshan,254.65354499829118,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,25,2024_omap_2024_000035,1.30
41,0.16780471801757812,0.005007913232658162,0.0025102421537786233,zijinshan,1986.0822079990612,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,26,2024_omap_2024_000036,1.30
42,0.7585334777832031,0.08886905704374361,0.046500768234266264,zijinshan,757.1363070001098,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,27,2024_omap_2024_000061,1.30
42,0.7275619506835938,0.5791018387553041,0.40756041111913,zijinshan,1023.237336999955,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,28,2024_omap_2024_000053,1.30
2,0.9531440734863281,0.9760024069880804,0.9531295909762156,zijinshan,255.21548399956373,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,29,2024_omap_2024_000038,1.30
2,0.9463729858398438,0.9724370235593061,0.9463527256768876,zijinshan,253.78746599926671,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,30,2024_omap_2024_000031,1.30
41,0.9228782653808594,0.02309736651365064,0.011683613609698867,zijinshan,873.1554629994207,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,31,2024_omap_2024_000002,1.30
6,0.7801094055175781,0.8764735505577045,0.7801094055175781,zijinshan,319.2896299988206,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,32,2024_omap_2024_000051,1.30
42,0.5803298950195312,0.26706195869420385,0.15410935205333046,zijinshan,2244.402000998889,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,33,2024_omap_2024_000060,1.30
41,0.6964454650878906,0.10695247180292913,0.05649751007825468,zijinshan,2103.6599740000383,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,34,2024_omap_2024_000056,1.30
35,0.7471580505371094,0.7425170636200125,0.5904788384306456,zijinshan,1017.9418990010163,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,35,2024_omap_2024_000055,1.30
2,0.9745330810546875,0.987101859758807,0.9745322066873939,zijinshan,254.41749499987054,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,36,2024_omap_2024_000030,1.30
2,0.16245269775390625,0.09566528272044286,0.050235539924990594,zijinshan,380.88937799875566,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,37,2024_omap_2024_000009,1.30
42,0.6913948059082031,0.016365736518937322,0.008250380032364047,zijinshan,1220.4284239996923,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,38,2024_omap_2024_000057,1.30
1,0.9374542236328125,0.9676792367284985,0.9373823245227102,zijinshan,253.81184499929077,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,39,2024_omap_2024_000044,1.30
1,0.8407936096191406,0.028220830325750342,0.014312368626154318,zijinshan,189.514658999542,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,40,2024_omap_2024_000064,1.30
42,0.4453125,0.12277992277992278,0.06540518305224187,zijinshan,2632.829715999833,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,41,2024_omap_2024_000046,1.30
2,0.9491996765136719,0.9739259149033651,0.9491769932106233,zijinshan,253.807555000094,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,42,2024_omap_2024_000013,1.30
42,0.8543472290039062,0.3885009609224856,0.2410804794180199,zijinshan,1311.7825999997876,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,43,2024_omap_2024_000065,1.30
40,0.6005973815917969,0.5221641603724072,0.3533302863354498,zijinshan,1877.3973980005394,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,44,2024_omap_2024_000050,1.30
2,0.2842750549316406,0.4408076894419194,0.28271540749462865,zijinshan,280.9308649993909,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,45,2024_omap_2024_000023,1.30
41,0.872833251953125,0.27057896809767623,0.15645638806649967,zijinshan,2711.1721569999645,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,46,2024_omap_2024_000063,1.30
2,0.9701728820800781,0.9848480444307504,0.9701483989936204,zijinshan,254.5210140015115,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,47,2024_omap_2024_000028,1.30
1,0.9219207763671875,0.9593210907067334,0.9218223624405112,zijinshan,253.74927499979094,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,48,2024_omap_2024_000007,1.30
2,0.9896812438964844,0.9948131288242389,0.9896797872624539,zijinshan,318.18749100057175,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,49,2024_omap_2024_000043,1.30
2,0.9951820373535156,0.997585201472205,0.9951820373535156,zijinshan,254.59256500107585,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,50,2024_omap_2024_000037,1.30
2,0.6433525085449219,0.7823390410560257,0.6424933273170844,zijinshan,254.73001499995007,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,51,2024_omap_2024_000034,1.30
1,0.8885231018066406,0.9409608931324082,0.888504387638306,zijinshan,254.49973400100134,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,52,2024_omap_2024_000041,1.30
4,0.6915130615234375,0.7375250731909977,0.5841898777785205,zijinshan,322.1876699990389,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,53,2024_omap_2024_000048,1.30
2,0.9921646118164062,0.9960668972146586,0.9921646118164062,zijinshan,254.41115499961597,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,54,2024_omap_2024_000042,1.30
2,0.9685401916503906,0.9840132592829519,0.9685296272552432,zijinshan,253.81321500026388,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,55,2024_omap_2024_000020,1.30
41,0.8909263610839844,0.18167768524083455,0.09991500613844556,zijinshan,1428.9071859984688,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,56,2024_omap_2024_000006,1.30
2,0.7136001586914062,0.8326340991470977,0.7132588835589233,zijinshan,254.55438499921001,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,57,2024_omap_2024_000032,1.30
2,0.41831207275390625,0.5898731045018585,0.41831207275390625,zijinshan,317.33995099966705,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,58,2024_omap_2024_000024,1.30
1,0.4966545104980469,0.662279725112297,0.4950808756844873,zijinshan,305.7267860003776,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,59,2024_omap_2024_000022,1.30
2,0.9952850341796875,0.9976369462309674,0.9952850341796875,zijinshan,254.9510349999764,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,60,2024_omap_2024_000040,1.30
41,0.3540802001953125,0.2609037259489472,0.15002258922744843,zijinshan,2633.1044859998656,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,61,2024_omap_2024_000004,1.30
2,0.8543281555175781,0.9213908267683307,0.854239746550375,zijinshan,380.41402799899515,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,62,2024_omap_2024_000008,1.30
41,0.5752143859863281,0.19341286570039912,0.10705980466056164,zijinshan,1920.0704430004407,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,63,2024_omap_2024_000052,1.30
2,0.9152030944824219,0.9557089771561215,0.9151749428559436,zijinshan,252.59434500003408,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,64,2024_omap_2024_000027,1.30
41,0.7474441528320312,0.3510742570375598,0.2129108957974202,zijinshan,1998.8171740005782,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,65,2024_omap_2024_000049,1.30
2,0.92626953125,0.9617173325727505,0.9262577164615302,zijinshan,254.7888850003801,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,66,2024_omap_2024_000039,1.30
2,0.9723968505859375,0.9860041933262671,0.972394744472082,zijinshan,253.57844500103965,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,brightness,67,2024_omap_2024_000019,1.30
41,0.7433662414550781,0.08160757921177289,0.04253956506888307,zijinshan,1713.5413400010293,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,1,2024_omap_2024_000005,0.75
2,0.9068183898925781,0.9510977824134597,0.9067554310275722,zijinshan,357.9364559991518,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,2,2024_omap_2024_000021,0.75
21,0.69970703125,0.28972299918794553,0.16940121340015826,zijinshan,1083.2617949999985,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,3,2024_omap_2024_000059,0.75
42,0.7559471130371094,0.09877586668357069,0.0519538254078805,zijinshan,1545.2610229986021,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,4,2024_omap_2024_000066,0.75
2,0.9170303344726562,0.9566570747610659,0.9169152841497282,zijinshan,254.83235499996226,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,5,2024_omap_2024_000017,0.75
1,0.6423835754394531,0.7819436594164975,0.6419601732395335,zijinshan,254.08848500046588,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,6,2024_omap_2024_000033,0.75
1,0.6925430297851562,0.8179999367726026,0.6920472868157816,zijinshan,253.46424600138562,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,7,2024_omap_2024_000011,0.75
41,0.892822265625,0.9433737902234333,0.8928169503034742,zijinshan,1815.8718110007612,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,8,2024_omap_2024_000054,0.75
1,0.4788703918457031,0.6467617695655209,0.47793637145313844,zijinshan,279.07105600024806,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,9,2024_omap_2024_000012,0.75
1,0.9276275634765625,0.9624529474396678,0.9276234220555528,zijinshan,253.7665849995392,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,10,2024_omap_2024_000029,0.75
1,0.5748939514160156,0.7292468943533477,0.5738698501801051,zijinshan,254.1626250003901,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,11,2024_omap_2024_000025,0.75
2,0.9283065795898438,0.9627969768832125,0.9282627946744839,zijinshan,253.85338500018406,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,12,2024_omap_2024_000016,0.75
42,0.6213798522949219,0.33016365783701707,0.1977221656401054,zijinshan,862.0612380000239,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,13,2024_omap_2024_000058,0.75
1,0.9087944030761719,0.9521644922041467,0.9086965321561274,zijinshan,253.73136499911197,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,14,2024_omap_2024_000010,0.75
2,0.9563941955566406,0.9777095711759074,0.9563912011780594,zijinshan,252.9828250007995,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,15,2024_omap_2024_000014,0.75
1,0.930389404296875,0.9639117966973203,0.9303375847970407,zijinshan,254.30384500032233,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,16,2024_omap_2024_000018,0.75
1,0.892181396484375,0.9429933723542866,0.8921357233630879,zijinshan,254.03608600026928,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,17,2024_omap_2024_000047,0.75
20,0.6999435424804688,0.4694161135394744,0.30669087639815606,zijinshan,746.2832420005725,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,18,2024_omap_2024_000001,0.75
24,0.16486740112304688,0.11101139838302952,0.058767638030215744,zijinshan,1157.1857779999846,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,19,2024_omap_2024_000045,0.75
1,0.9722671508789062,0.9859295587648979,0.9722495782088573,zijinshan,253.93253499896673,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,20,2024_omap_2024_000026,0.75
1,0.8376693725585938,0.9115746339679413,0.8375168958907666,zijinshan,253.55052499980957,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,21,2024_omap_2024_000003,0.75
2,0.9794578552246094,0.989620777718884,0.9794547986493962,zijinshan,252.47641599889903,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,22,2024_omap_2024_000015,0.75
41,0.623809814453125,0.1538157917317362,0.08331551696892517,zijinshan,2226.778457999899,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,23,2024_omap_2024_000000,0.75
41,0.5141372680664062,0.4144899554084494,0.2614237335312674,zijinshan,1080.588335998982,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,24,2024_omap_2024_000062,0.75
33,0.08461380004882812,0.1528196039527059,0.08273128292164553,zijinshan,1344.3493079994369,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,25,2024_omap_2024_000035,0.75
18,0.15284347534179688,0.1246437707677208,0.06646405030938929,zijinshan,1272.437315001298,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,26,2024_omap_2024_000036,0.75
41,0.7433624267578125,0.022009012937927026,0.011126953096291506,zijinshan,1274.5530629999848,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,27,2024_omap_2024_000061,0.75
42,0.6817741394042969,0.5549337103529224,0.3840195528251174,zijinshan,1863.078943999426,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,28,2024_omap_2024_000053,0.75
1,0.9531440734863281,0.9760024069880804,0.9531295909762156,zijinshan,254.49253500119084,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,29,2024_omap_2024_000038,0.75
2,0.9463729858398438,0.9724370235593061,0.9463527256768876,zijinshan,306.68282599981467,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,30,2024_omap_2024_000031,0.75
41,0.9394798278808594,0.07357664233576643,0.038193391936950594,zijinshan,759.1270169996278,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,31,2024_omap_2024_000002,0.75
1,0.7805824279785156,0.8763327463766714,0.7798863440675048,zijinshan,307.26494600094156,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,32,2024_omap_2024_000051,0.75
6,0.178070068359375,0.3023081107685931,0.178070068359375,zijinshan,349.4323089998943,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,33,2024_omap_2024_000060,0.75
41,0.6847763061523438,0.08824697678524142,0.046160239169831356,zijinshan,2087.3667399991973,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,34,2024_omap_2024_000056,0.75
38,0.5541038513183594,0.7122696894731012,0.5531202330569224,zijinshan,1213.4907569998177,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,35,2024_omap_2024_000055,0.75
1,0.9745330810546875,0.987101859758807,0.9745322066873939,zijinshan,253.75613500000327,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,36,2024_omap_2024_000030,0.75
3,0.17467880249023438,0.12094863908402778,0.064366861704658,zijinshan,330.6933759995445,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,37,2024_omap_2024_000009,0.75
41,0.7524337768554688,0.18804423981583426,0.10377970806346927,zijinshan,2109.953281000344,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,38,2024_omap_2024_000057,0.75
18,0.9390602111816406,0.968572513392339,0.9390602111816406,zijinshan,892.7127959996142,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,39,2024_omap_2024_000044,0.75
2,0.1572265625,0.2677908579913034,0.1545949917345252,zijinshan,384.6241360006388,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,40,2024_omap_2024_000064,0.75
9,0.5563011169433594,0.7149016483853178,0.5563011169433594,zijinshan,745.8661809996556,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,41,2024_omap_2024_000046,0.75
2,0.95220947265625,0.9755197748944818,0.95220947265625,zijinshan,292.91008000109287,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,42,2024_omap_2024_000013,0.75
42,0.8526077270507812,0.35446252547866475,0.2154083580392316,zijinshan,1833.4510050008248,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,43,2024_omap_2024_000065,0.75
42,0.5432853698730469,0.14338353665080672,0.07722840957262322,zijinshan,1488.0768040002295,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,44,2024_omap_2024_000050,0.75
2,0.2948036193847656,0.45402269995363137,0.2936800559361472,zijinshan,282.19644500131835,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,45,2024_omap_2024_000023,0.75
42,0.8702659606933594,0.1426806826489198,0.07682076060696544,zijinshan,1278.2263919998513,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,46,2024_omap_2024_000063,0.75
2,0.9701728820800781,0.9848480444307504,0.9701483989936204,zijinshan,255.34945499930473,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,47,2024_omap_2024_000028,0.75
1,0.9219207763671875,0.9593210907067334,0.9218223624405112,zijinshan,254.90771400109224,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,48,2024_omap_2024_000007,0.75
1,0.9896812438964844,0.9948131288242389,0.9896797872624539,zijinshan,318.529240999851,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,49,2024_omap_2024_000043,0.75
1,0.9951820373535156,0.997585201472205,0.9951820373535156,zijinshan,255.30585500018788,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,50,2024_omap_2024_000037,0.75
2,0.6433525085449219,0.7823390410560257,0.6424933273170844,zijinshan,255.7832349993987,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,51,2024_omap_2024_000034,0.75
1,0.8868484497070312,0.9400120534071099,0.8868139080529946,zijinshan,255.00635400021565,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,52,2024_omap_2024_000041,0.75
41,0.7217979431152344,0.6290129768390638,0.45880301287521796,zijinshan,810.5260570009705,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,53,2024_omap_2024_000048,0.75
2,0.9921646118164062,0.9960668972146586,0.9921646118164062,zijinshan,255.75046400081192,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,54,2024_omap_2024_000042,0.75
1,0.9685401916503906,0.9840132592829519,0.9685296272552432,zijinshan,255.44723399980285,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,55,2024_omap_2024_000020,0.75
41,0.8502311706542969,0.12447873692661061,0.0663702083135166,zijinshan,954.9116329999379,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,56,2024_omap_2024_000006,0.75
2,0.7136001586914062,0.8326340991470977,0.7132588835589233,zijinshan,255.4649950016028,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,57,2024_omap_2024_000032,0.75
1,0.5830307006835938,0.006399418234705936,0.003209980120009484,zijinshan,218.84535800018057,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,58,2024_omap_2024_000024,0.75
1,0.7702751159667969,0.707271428085338,0.5471151821436092,zijinshan,307.18487500053016,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,contrast,59,2024_omap_2024_000022,0.75
