dataset_head,device,flops_G,flops_note,fps,gpu_memory_MB,inference_time_ms,input_size,model,notes,params_M,task_type,trainable_params_M
zijinshan,NVIDIA RTX PRO 6000 Blackwell Server Edition,7904.2318,Estimated prompt prefill FLOPs using model.floating_point_ops on one representative image; generation-loop FLOPs are output-length dependent.,1.3653529870258787,7874.5673828125,732.4113320894988,512x512 original,/content/vegetation_foundation_models/12_LocatingAnything/weights/LocateAnything-3B,"Prompt-to-box grounding latency, n=67, max_new_tokens=256; isolated PYTHONPATH environment required.",3517.97528,grounding,N/A
